Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Uganda - Rwenda 1023083 audit - 1023312,Ibanda,Rwenda 1023083 audit,1023312,Identified,Identified in Needs Assessment,2020,,,0,
Uganda - Mogondo 1023085 - 1023313,Ibanda,Mogondo 1023085,1023313,Identified,Identified in Needs Assessment,2020,,,0,
Uganda - Katiri bridge - 1024478,Kasese,Katiri bridge,1024478,Identified,Identified in Needs Assessment,2021,0.197593,30.015778,0,
Uganda - Kihyo-Kahando - 1024488,Kasese,Kihyo-Kahando,1024488,Identified,Identified in Needs Assessment,2021,0.355903,30.150896,0,
Uganda - Masule B- Kyanjuki - 1024477,Kasese,Masule B- Kyanjuki,1024477,Rejected,,2020,,,0,
Uganda - Mitswamba-Maliba - 1024487,Kasese,Mitswamba-Maliba,1024487,Identified,Identified in Needs Assessment,2021,0.348308,30.149929,0,
Uganda - Kalumanga- Kasanga - 1024489,Kasese,Kalumanga- Kasanga,1024489,Identified,Identified in Needs Assessment,2021,0.336884,30.154143,0,
Uganda - Kabwe- Kapoko - 1024479,Kasese,Kabwe- Kapoko,1024479,Identified,Identified in Needs Assessment,2021,0.214307,30.039388,0,
Uganda - Kashangura - 1023078,Ibanda,Kashangura,1023078,Identified,Identified in Needs Assessment,2021,-0.062238,30.43596,2105,
Uganda - Rwemigina - 1023077,Ibanda,Rwemigina,1023077,Identified,Identified in Needs Assessment,2021,-0.109694,30.569906,0,
Uganda - Kanyongoga - 1040805,Kampala,Kanyongoga,1040805,Identified,Identified in Needs Assessment,2022,0.304341,32.619811,25,
Uganda - Ireme-kashagazi - 1023081,Ibanda,Ireme-kashagazi,1023081,Rejected,Technical,2021,-0.04336,30.54021,3858,
Uganda - Kakuuto bridge - 1023084,Ibanda,Kakuuto bridge,1023084,Identified,Identified in Needs Assessment,2021,-0.043582,30.568198,0,
Uganda - Rwenda bridge - 1023083,Ibanda,Rwenda bridge,1023083,Identified,Identified in Needs Assessment,2021,-0.210705,30.426929,0,
Uganda - Kitontoma-Nsasi - 1023076,Ibanda,Kitontoma-Nsasi,1023076,Identified,Identified in Needs Assessment,2021,-0.090735,30.525903,0,
Uganda - Kitooro 1-rugando - 1023086,Ibanda,Kitooro 1-rugando,1023086,Identified,Identified in Needs Assessment,2021,0.045227,30.538538,2680,
Uganda - Buloba-Kitoko - 1025996,Kasese,Buloba-Kitoko,1025996,Identified,Identified in Needs Assessment,2021,0.369789,30.081199,0,
Uganda - Isandalla-Nyamitooma - 1040609,Kyegegwa,Isandalla-Nyamitooma,1040609,Confirmed,,2023,0.544167,30.986111,3459,
Uganda - Butswa-Nyakarambi - 1026008,Kasese,Butswa-Nyakarambi,1026008,Identified,Identified in Needs Assessment,2021,0.42026,30.176746,0,
Uganda - Masule - Kyanjuki - 1013586,Kasese,Masule - Kyanjuki,1013586,Rejected,,2020,0.221417,29.997567,,
Uganda - Kihyo-Kagando - 1025991,Kasese,Kihyo-Kagando,1025991,Identified,Identified in Needs Assessment,2021,0.35339,30.149908,0,
Uganda - Kihumuro B-kitomwire - 1022982,Kibaale,Kihumuro B-kitomwire,1022982,Complete,In Service,2021,1.14271,30.87988,9924,
Uganda - Nyamabare RHS_ Ndaragi LHS - 1041113,Rukungiri,Nyamabare RHS_ Ndaragi LHS,1041113,Rejected,Technical,2023,-0.936782,29.866854,4342,
Uganda - Muwelo-Kiryamutaka - 1025994,Kasese,Muwelo-Kiryamutaka,1025994,Identified,Identified in Needs Assessment,2021,0.356128,30.095765,0,
Uganda - Kaptenis - 1011151,Kween,Kaptenis,1011151,Rejected,Technical,2017,1.511343,34.67978,3100,31
Uganda - Nyimei - 1011152,Kween,Nyimei,1011152,Identified,Identified in Needs Assessment,2020,1.430213,34.718882,1072,209
Uganda - Posha - 1011154,Kween,Posha,1011154,Complete,In Service,2020,1.372294,34.566279,3380,8642
Uganda - Bunamwamba Main - 1012300,Bududa,Bunamwamba Main,1012300,Identified,Identified in Needs Assessment,2017,1.005258,34.395825,1820,12082
Uganda - Bunabumali - 1012302,Bududa,Bunabumali,1012302,Identified,Identified in Needs Assessment,2017,1.000075,34.38777,1470,11295
Uganda - Kwosir - 1011153,Kween,Kwosir,1011153,Identified,Identified in Needs Assessment,2017,1.386142,34.583367,16000,8499
Uganda - Ahakabaale-Nyakanengo - 1025839,Ibanda,Ahakabaale-Nyakanengo,1025839,Identified,Identified in Needs Assessment,2021,0.095771,30.565531,0,
Uganda - Bundimulinga- Kijumbu - 1025075,Bundibugyo,Bundimulinga- Kijumbu,1025075,Complete,In Service,2022,0.673549,29.996557,23520,
Uganda - Chemuron - 1021307,Bukwo,Chemuron,1021307,Complete,In Service,2022,1.416775,34.748919,1211,
Uganda - Busaiga B - 1025721,Kabarole,Busaiga B,1025721,Rejected,Technical,2023,0.733175,30.252315,0,
Uganda - Mandako - 1025728,Kabarole,Mandako,1025728,Identified,Identified in Needs Assessment,2023,0.656335,30.193829,0,
Uganda - Nyakarongo - 1025733,Kabarole,Nyakarongo,1025733,Identified,Identified in Needs Assessment,2024,0.690652,30.1795,0,
Uganda - Kihinda A- Mitoomi - 1025734,Kabarole,Kihinda A- Mitoomi,1025734,Identified,Identified in Needs Assessment,2023,0.709437,30.184958,0,
Uganda - Kyanetemba-Katika - 1025715,Kabarole,Kyanetemba-Katika,1025715,Identified,Identified in Needs Assessment,2023,0.504007,30.268756,0,
Uganda - Nyansozi-Kidukuru - 1025709,Kabarole,Nyansozi-Kidukuru,1025709,Rejected,Technical,2021,0.640003,30.250785,0,
Uganda - Busaiga- Geme - 1025718,Kabarole,Busaiga- Geme,1025718,Rejected,Technical,2023,0.73486,30.247866,0,
Uganda - Harugongo-kikonge A - 1025723,Kabarole,Harugongo-kikonge A,1025723,Identified,Identified in Needs Assessment,2023,0.709731,30.269785,0,
Uganda - Kalhonge-Mayiboze - 1025995,Kasese,Kalhonge-Mayiboze,1025995,Identified,Identified in Needs Assessment,2021,0.376211,30.077556,0,
Uganda - Isule-Kihindi - 1025997,Kasese,Isule-Kihindi,1025997,Identified,Identified in Needs Assessment,2021,0.360334,30.091732,0,
Uganda - Kahemura- Akololoa - 1040955,Buliisa,Kahemura- Akololoa,1040955,Identified,Identified in Needs Assessment,2023,1.744313,31.419939,0,
Uganda - Bukumi2 - 1040954,Buliisa,Bukumi2,1040954,Identified,Identified in Needs Assessment,2023,1.756311,31.386124,0,
Uganda - Itutwe A- Itutwe K - 1040946,Buliisa,Itutwe A- Itutwe K,1040946,Identified,Identified in Needs Assessment,2023,1.746958,31.391526,0,
Uganda - Sambye 2 - 1040950,Buliisa,Sambye 2,1040950,Identified,Identified in Needs Assessment,2022,2.124358,31.434485,0,
Uganda - KYABITABA - 1040951,Kasese,KYABITABA,1040951,Identified,Identified in Needs Assessment,2023,0.151665,29.9639,0,
Uganda - Nkondo A- Nkondo B - 1022221,Rubirizi,Nkondo A- Nkondo B,1022221,Identified,Identified in Needs Assessment,2020,-0.289979,30.082394,6850,
Uganda - Bunabubulo Shabakhana - 1008739,Mbale,Bunabubulo Shabakhana,1008739,Identified,Identified in Needs Assessment,2018,1.041863,34.234617,1050,13313
Uganda - Bumutsola - 1008740,Namisindwa,Bumutsola,1008740,Identified,Identified in Needs Assessment,2018,0.79408,34.312397,750,8049
Uganda - Rwesande II - Kahondo - 1026010,Kasese,Rwesande II - Kahondo,1026010,Identified,Identified in Needs Assessment,2021,0.392178,30.140182,0,
Uganda - Kagera-angolyero - 1040956,Buliisa,Kagera-angolyero,1040956,Identified,Identified in Needs Assessment,2023,1.745345,31.404113,0,
Uganda - KIBIRIGHA 2 - 1040952,Kasese,KIBIRIGHA 2,1040952,Identified,Identified in Needs Assessment,2023,0.155479,29.964936,0,
Uganda - Kenkorogo - 1040958,Ibanda,Kenkorogo,1040958,Identified,Identified in Needs Assessment,2021,-0.244177,30.505305,1480,
Uganda - Bukumi - 1040947,Buliisa,Bukumi,1040947,Identified,Identified in Needs Assessment,2022,1.764117,31.385767,0,
Uganda - Garasoya A- Akimwe - 1040957,Buliisa,Garasoya A- Akimwe,1040957,Identified,Identified in Needs Assessment,2023,1.735088,31.431266,0,
Uganda - Mureefu - 1025860,Ibanda,Mureefu,1025860,Identified,Identified in Needs Assessment,2021,0.017306,30.455856,0,
Uganda - Kashwiiga-Kikafunda-Rwambu - 1025863,Ibanda,Kashwiiga-Kikafunda-Rwambu,1025863,Identified,Identified in Needs Assessment,2021,0.046618,30.429797,0,
Uganda - Katojo 2 - Karituusi - 1025857,Ibanda,Katojo 2 - Karituusi,1025857,Identified,Identified in Needs Assessment,2021,0.009157,30.5831,0,
Uganda - Rwenkuba-Kyabwanshwa - 1025864,Ibanda,Rwenkuba-Kyabwanshwa,1025864,Identified,Identified in Needs Assessment,2021,0.009637,30.398234,0,
Uganda - Rushambya-Karituusi - 1025859,Ibanda,Rushambya-Karituusi,1025859,Identified,Identified in Needs Assessment,2021,0.019754,30.586157,0,
Uganda - Kabaale-Kisense - 1025883,Ibanda,Kabaale-Kisense,1025883,Identified,Identified in Needs Assessment,2024,-0.242803,30.481807,0,
Uganda - Rwakamugamba - 1025858,Ibanda,Rwakamugamba,1025858,Identified,Identified in Needs Assessment,2021,0.026819,30.591351,0,
Uganda - Kalungu-Heritage - 1025886,Kampala,Kalungu-Heritage,1025886,Prospecting,,2023,0.280717,32.617694,22400,
Uganda - Kiruli 1A - Katebe 1 - 1025979,Kasese,Kiruli 1A - Katebe 1,1025979,Identified,Identified in Needs Assessment,2021,0.346467,30.132992,0,
Uganda - Kahembe-Kasanga - 1025988,Kasese,Kahembe-Kasanga,1025988,Identified,Identified in Needs Assessment,2021,0.332089,30.150926,0,
Uganda - Kalumanga-Kasanga - 1025989,Kasese,Kalumanga-Kasanga,1025989,Identified,Identified in Needs Assessment,2021,0.336607,30.153652,0,
Uganda - Muzahura-Kagando - 1025990,Kasese,Muzahura-Kagando,1025990,Identified,Identified in Needs Assessment,2021,0.355856,30.151001,0,
Uganda - Kuruhe - Bughendera Health Centre II - 1026003,Kasese,Kuruhe - Bughendera Health Centre II,1026003,Identified,Identified in Needs Assessment,2021,0.395715,30.106299,0,
Uganda - Birongo 3 - Kagango 2 - 1025861,Ibanda,Birongo 3 - Kagango 2,1025861,Identified,Identified in Needs Assessment,2021,0.02417,30.455347,0,
Uganda - Kiryabisoro-Kaburishokye - 1025865,Ibanda,Kiryabisoro-Kaburishokye,1025865,Identified,Identified in Needs Assessment,2021,0.014845,30.402506,0,
Uganda - Nyankwanzi-Kihinda - 1025795,Kabarole,Nyankwanzi-Kihinda,1025795,Identified,Identified in Needs Assessment,2021,0.719402,30.221048,0,
Uganda - Kyantambara-Rwiigo - 1025802,Kabarole,Kyantambara-Rwiigo,1025802,Identified,Identified in Needs Assessment,2021,0.493721,30.30151,0,
Uganda - Kisabo 1 - 1025843,Ibanda,Kisabo 1,1025843,Identified,Identified in Needs Assessment,2023,-0.158912,30.361206,0,
Uganda - Mutuure - 1025844,Ibanda,Mutuure,1025844,Identified,Identified in Needs Assessment,2023,-0.172347,30.372726,0,
Uganda - Kwerebera - 1025841,Ibanda,Kwerebera,1025841,Identified,Identified in Needs Assessment,2024,-0.115069,30.283477,0,
Uganda - Fortportal Hospital bridge - 1025822,Kabarole,Fortportal Hospital bridge,1025822,Identified,Identified in Needs Assessment,2023,0.656578,30.280525,0,
Uganda - Masongola - 1025821,Kabarole,Masongola,1025821,Identified,Identified in Needs Assessment,2023,0.886076,30.497318,0,
Uganda - Karuhisi - 1025842,Ibanda,Karuhisi,1025842,Identified,Identified in Needs Assessment,2023,-0.148989,30.275841,0,
Uganda - Kyabitambeki - 1022225,Ibanda,Kyabitambeki,1022225,Confirmed,,2023,-0.120476,30.55557,2250,
Uganda - Kakuuto 2 - 1025856,Ibanda,Kakuuto 2,1025856,Identified,Identified in Needs Assessment,2021,-0.043304,30.568234,0,
Uganda - Sooko-Kangoma - 1025837,Ibanda,Sooko-Kangoma,1025837,Identified,Identified in Needs Assessment,2021,0.143866,30.569432,0,
Uganda - Nyakitunga - 1025724,Kabarole,Nyakitunga,1025724,Identified,Identified in Needs Assessment,2021,0.711633,30.212849,0,
Uganda - Mpanga market - 1025823,Kabarole,Mpanga market,1025823,Identified,Identified in Needs Assessment,2023,0.656779,30.278464,0,
Uganda - Kibagha B - 1025732,Kabarole,Kibagha B,1025732,Identified,Identified in Needs Assessment,2023,0.659773,30.166483,0,
Uganda - Nyabuswa-Karambi - 1025712,Kabarole,Nyabuswa-Karambi,1025712,Identified,Identified in Needs Assessment,2021,0.627991,30.166092,0,
Uganda - Mabaale - 1025719,Kabarole,Mabaale,1025719,Identified,Identified in Needs Assessment,2021,0.726088,30.196927,0,
Uganda - Buhesi-Magunga - 1025710,Kabarole,Buhesi-Magunga,1025710,Identified,Identified in Needs Assessment,2021,0.590271,30.203088,0,
Uganda - Kyakagusa- Burunda - 1025717,Kabarole,Kyakagusa- Burunda,1025717,Identified,Identified in Needs Assessment,2023,0.522079,30.333838,0,
Uganda - Nyarukamba B - 1025731,Kabarole,Nyarukamba B,1025731,Identified,Identified in Needs Assessment,2023,0.659984,30.15836,0,
Uganda - Nyabigo - 1025727,Kabarole,Nyabigo,1025727,Identified,Identified in Needs Assessment,2023,0.662644,30.212962,0,
Uganda - Kihwera - 1025729,Kabarole,Kihwera,1025729,Identified,Identified in Needs Assessment,2023,0.657305,30.180105,0,
Uganda - Mituri- Kyamiyaga(Bunyangabu) - 1025711,Kabarole,Mituri- Kyamiyaga(Bunyangabu),1025711,Identified,Identified in Needs Assessment,2023,0.537663,30.258733,0,
Uganda - Mwihira - 1025714,Kabarole,Mwihira,1025714,Identified,Identified in Needs Assessment,2021,0.638828,30.17168,0,
Uganda - Nyankuku - 1025716,Kabarole,Nyankuku,1025716,Identified,Identified in Needs Assessment,2021,0.720146,30.195831,0,
Uganda - Nyakaseke - 1025720,Kabarole,Nyakaseke,1025720,Identified,Identified in Needs Assessment,2021,0.730345,30.206996,0,
Uganda - Bulitukura - 1025722,Kabarole,Bulitukura,1025722,Identified,Identified in Needs Assessment,2021,0.714876,30.220725,0,
Uganda - Harugongo-Kikonge - 1025725,Kabarole,Harugongo-Kikonge,1025725,Identified,Identified in Needs Assessment,2023,0.713138,30.269961,0,
Uganda - Lyesikundu - 1025726,Kabarole,Lyesikundu,1025726,Identified,Identified in Needs Assessment,2023,0.655713,30.206933,0,
Uganda - Kibagha A - 1025730,Kabarole,Kibagha A,1025730,Identified,Identified in Needs Assessment,2023,0.654765,30.166887,0,
Uganda - Mukumbwe-Nsorro - 1025708,Kabarole,Mukumbwe-Nsorro,1025708,Identified,Identified in Needs Assessment,2021,0.612556,30.261805,0,
Uganda - Kamigani A- Mabona zone(Bunyangabu) - 1025713,Kabarole,Kamigani A- Mabona zone(Bunyangabu),1025713,Identified,Identified in Needs Assessment,2023,0.51063,30.266401,0,
Uganda - Bikone-rihone - 1040959,Kasese,Bikone-rihone,1040959,Identified,Requested,2022,0.343992,30.039481,4855,
Uganda - Kyamukanga - 1040948,Hoima,Kyamukanga,1040948,Identified,,2022,1.701329,31.346674,0,
Uganda - Mirambi-Rwobuhungye - 1040953,Ibanda,Mirambi-Rwobuhungye,1040953,Identified,Identified in Needs Assessment,2024,-0.215304,30.454857,0,
Uganda - Kyamukwenda - 1040949,Hoima,Kyamukwenda,1040949,Identified,Identified in Needs Assessment,2022,1.70399,31.337879,0,
Uganda - Kemihoko-Karokarungi - 1025862,Ibanda,Kemihoko-Karokarungi,1025862,Identified,Identified in Needs Assessment,2021,0.040231,30.428799,0,
Uganda - Kagera- Itutwe - 1040945,Buliisa,Kagera- Itutwe,1040945,Identified,Identified in Needs Assessment,2023,1.748715,31.40428,0,
Uganda - Bushoro- kihembya - 1039098,Kanungu,Bushoro- kihembya,1039098,Prospecting,,2023,-0.825728,29.664384,1120,
Uganda - Kayanja 2 - 1039094,Ntoroko,Kayanja 2,1039094,Identified,Identified in Needs Assessment,2023,0.90455,30.169306,1962,
Uganda - Kiruruma B-nyakasura - 1039097,Kanungu,Kiruruma B-nyakasura,1039097,Identified,Identified in Needs Assessment,2023,-0.678368,29.745029,970,
Uganda - Humya-Tokwe - 1013265,Bundibugyo,Humya-Tokwe,1013265,Identified,Identified in Needs Assessment,2017,0.762011,30.042096,2418,
Uganda - Kasuka-Kuka - 1013816,Bundibugyo,Kasuka-Kuka,1013816,Identified,Identified in Needs Assessment,2019,0.622532,30.024661,2300,
Uganda - Bundikawungu West - 1013818,Bundibugyo,Bundikawungu West,1013818,Identified,Identified in Needs Assessment,2019,0.667187,29.994301,5800,
Uganda - Kasuku - 1012971,Bundibugyo,Kasuku,1012971,Identified,Identified in Needs Assessment,2017,0.757341,30.131497,6312,
Uganda - Kabwe-Mutiti - 1013820,Bundibugyo,Kabwe-Mutiti,1013820,Complete,,2022,0.591305,29.988178,5845,
Uganda - Bundibuturo II - 1012959,Bundibugyo,Bundibuturo II,1012959,Identified,Identified in Needs Assessment,2017,0.760931,30.097965,3686,
Uganda - Izinga-Bwizibwera - 1014649,Kasese,Izinga-Bwizibwera,1014649,Identified,Identified in Needs Assessment,2019,0.289855,30.110648,2650,
Uganda - Nabiyil - 1041676,Sironko,Nabiyil,1041676,Identified,Identified in Needs Assessment,2023,1.212911,34.282521,2660,
Uganda - Bumusi B- Nesome - 1041697,Sironko,Bumusi B- Nesome,1041697,Identified,Identified in Needs Assessment,2023,1.166384,34.302711,5550,
Uganda - Maliba 1- Kakindo - 1024493,Kasese,Maliba 1- Kakindo,1024493,Identified,Identified in Needs Assessment,2021,0.320219,30.099614,0,
Uganda - Busibi-Nyamba - 1014454,Kasese,Busibi-Nyamba,1014454,Identified,Identified in Needs Assessment,2019,0.438299,30.160822,12400,
Uganda - Namaitsu- Namunyili - 1042484,Bududa,Namaitsu- Namunyili,1042484,Identified,Identified in Needs Assessment,2023,1.035556,34.33131,4630,
Uganda - Naluza - 1041674,Sironko,Naluza,1041674,Identified,Identified in Needs Assessment,2023,1.145397,34.31849,8900,
Uganda - Buyi - 1041671,Sironko,Buyi,1041671,Identified,Identified in Needs Assessment,2023,1.173063,34.316281,3550,
Uganda - Ruhitta-Butobere - 1042838,Kabale,Ruhitta-Butobere,1042838,Identified,Identified in Needs Assessment,2024,-1.255263,30.013541,9850,
Uganda - Lubumbwa - 1041691,Sironko,Lubumbwa,1041691,Identified,Identified in Needs Assessment,2023,1.160015,34.224552,1740,
Uganda - Lwele - 1041690,Sironko,Lwele,1041690,Identified,Identified in Needs Assessment,2023,1.163242,34.213449,6270,
Uganda - Nakayomba - 1041672,Sironko,Nakayomba,1041672,Identified,Identified in Needs Assessment,2023,1.1851,34.315728,8100,
Uganda - Bisali- Bunabuka - 1041692,Sironko,Bisali- Bunabuka,1041692,Identified,Identified in Needs Assessment,2023,1.161706,34.234087,1600,
Uganda - Tasale - 1041669,Sironko,Tasale,1041669,Identified,Identified in Needs Assessment,2023,1.167008,34.349596,6800,
Uganda - Kikolo-Wesamoyo - 1041678,Sironko,Kikolo-Wesamoyo,1041678,Identified,Identified in Needs Assessment,2023,1.123474,34.246471,1300,
Uganda - Busima-Cosma - 1041677,Sironko,Busima-Cosma,1041677,Identified,Identified in Needs Assessment,2023,1.157264,34.341365,7100,
Uganda - Womulima - 1041663,Sironko,Womulima,1041663,Identified,Identified in Needs Assessment,2023,1.192754,34.303422,5140,
Uganda - Gizamba - 1041673,Sironko,Gizamba,1041673,Identified,Identified in Needs Assessment,2023,1.165978,34.32522,2700,
Uganda - Wandulu - 1041675,Sironko,Wandulu,1041675,Identified,Identified in Needs Assessment,2023,1.164852,34.313523,3320,
Uganda - Semei - 1041668,Sironko,Semei,1041668,Identified,Identified in Needs Assessment,2023,1.197519,34.332623,5750,
Uganda - Buhatelema- Aminiti - 1042486,Bulambuli,Buhatelema- Aminiti,1042486,Rejected,Technical,2023,1.299356,34.241369,80,
Uganda - Omumasaka A B - Kagando B - 1043209,Rubirizi,Omumasaka A B - Kagando B,1043209,Identified,Identified in Needs Assessment,2024,-0.210364,30.117034,3500,
Uganda - Kitaraka - 1042644,Rukiga,Kitaraka,1042644,Identified,Identified in Needs Assessment,2024,-1.128105,30.046796,2350,
Uganda - Nyamirima II- Nyamirima I - 1043213,Rubirizi,Nyamirima II- Nyamirima I,1043213,Identified,Identified in Needs Assessment,2024,-0.179176,30.184132,1200,
Uganda - Nyamirima III - 1043215,Rubirizi,Nyamirima III,1043215,Identified,Identified in Needs Assessment,2024,-0.186953,30.193561,960,
Uganda - Gwakahuku-Kitabulaza - 1042751,Rukiga,Gwakahuku-Kitabulaza,1042751,Identified,Identified in Needs Assessment,2024,-1.17414,30.112372,1250,
Uganda - Nyakafura - 1042649,Rukiga,Nyakafura,1042649,Identified,Identified in Needs Assessment,2024,-1.186281,30.077927,1220,
Uganda - Katehe- Nyakajera - 1043210,Rubirizi,Katehe- Nyakajera,1043210,Identified,Identified in Needs Assessment,2024,-0.184768,30.238954,6490,
Uganda - Lyamunjungu- Hamurambi - 1042837,Kabale,Lyamunjungu- Hamurambi,1042837,Identified,Identified in Needs Assessment,2024,-1.272252,30.084182,1650,
Uganda - Rushomo - 1042845,Kabale,Rushomo,1042845,Identified,Identified in Needs Assessment,2024,-1.364208,30.05749,2950,
Uganda - Kigara B - 1042650,Rukiga,Kigara B,1042650,Identified,Identified in Needs Assessment,2024,-1.203869,30.208881,2100,
Uganda - Katookye - 1042834,Kabale,Katookye,1042834,Identified,Identified in Needs Assessment,2024,-1.2693,30.029745,52000,
Uganda - Chabbi - 1012681,Bundibugyo,Chabbi,1012681,Rejected,Technical,2017,0.685106,29.994055,,9363
Uganda - Bundimulinga - 1012682,Bundibugyo,Bundimulinga,1012682,Rejected,Technical,2017,0.672921,29.996975,13000,12435
Uganda - Rwenzori High - 1036863,Kasese,Rwenzori High,1036863,Identified,Identified in Needs Assessment,2021,0.321051,30.080091,0,
Uganda - Kitakena - 1036864,Kasese,Kitakena,1036864,Identified,Identified in Needs Assessment,2021,0.337792,30.083578,0,
Uganda - Kyanika-Nyambuku - 1036862,Kasese,Kyanika-Nyambuku,1036862,Identified,Identified in Needs Assessment,2021,0.36593,30.05262,0,
Uganda - Nkombe 1 - Kanyambiriri - 1022219,Rubirizi,Nkombe 1 - Kanyambiriri,1022219,Identified,Identified in Needs Assessment,2020,-0.350505,30.095959,900,
Uganda - Nyarutojjo-Ruhitta - 1042843,Kabale,Nyarutojjo-Ruhitta,1042843,Identified,Identified in Needs Assessment,2024,-1.328158,30.070879,2500,
Uganda - Nayinza-Bunabumali - 1042483,Bududa,Nayinza-Bunabumali,1042483,Identified,Identified in Needs Assessment,2023,0.999995,34.387808,2800,
Uganda - Kirongo - Nangunga - 1042485,Sironko,Kirongo - Nangunga,1042485,Identified,Identified in Needs Assessment,2023,,,4250,
Uganda - Nyakisa-kiruhura - 1042648,Rukiga,Nyakisa-kiruhura,1042648,Identified,Identified in Needs Assessment,2024,-1.255834,30.191232,710,
Uganda - Nyangorogoro 1 - Kashyoha kitomi forest Reserve - 1043212,Rubirizi,Nyangorogoro 1 - Kashyoha kitomi forest Reserve,1043212,Identified,Identified in Needs Assessment,2024,-0.261692,30.147177,420,
Uganda - KIBIRIGHA  2  KALONGE - 1036944,Kasese,KIBIRIGHA  2  KALONGE,1036944,Identified,Identified in Needs Assessment,2023,0.175244,29.964349,0,
Uganda - KANGOTI GOLINGO - 1036942,Kasese,KANGOTI GOLINGO,1036942,Identified,Identified in Needs Assessment,2023,0.161423,29.930593,0,
Uganda - KASABU - 1036947,Kasese,KASABU,1036947,Identified,Identified in Needs Assessment,2023,0.108615,29.73604,0,
Uganda - Nyakabiira - 1036927,Kasese,Nyakabiira,1036927,Identified,Identified in Needs Assessment,2021,0.372515,30.047468,0,
Uganda - Kyambara-Mahango - 1036928,Kasese,Kyambara-Mahango,1036928,Identified,Identified in Needs Assessment,2021,0.141642,29.994049,0,
Uganda - KABIKENGE - 1036943,Kasese,KABIKENGE,1036943,Identified,Identified in Needs Assessment,2023,0.177334,29.965499,0,
Uganda - KABUGHABUGHAE  CHURCH - 1036939,Kasese,KABUGHABUGHAE  CHURCH,1036939,Identified,Identified in Needs Assessment,2023,0.141358,29.934607,0,
Uganda - Kyamuduma 2 - 1036929,Kasese,Kyamuduma 2,1036929,Identified,Identified in Needs Assessment,2021,0.125503,29.992582,0,
Uganda - Kahokya-Kalere - 1036930,Kasese,Kahokya-Kalere,1036930,Identified,Identified in Needs Assessment,2021,0.051144,29.960176,0,
Uganda - Rutoke - 1036933,Kasese,Rutoke,1036933,Identified,Identified in Needs Assessment,2021,0.078397,30.049194,0,
Uganda - Kisongora - 1036935,Kasese,Kisongora,1036935,Identified,Identified in Needs Assessment,2021,0.094882,30.029107,0,
Uganda - KIBIRIGHA  _ KITABONA - 1036946,Kasese,KIBIRIGHA  _ KITABONA,1036946,Identified,Identified in Needs Assessment,2023,0.155498,29.965507,0,
Uganda - Ruboni-Kinyuku - 1036925,Kasese,Ruboni-Kinyuku,1036925,Identified,Identified in Needs Assessment,2021,0.343463,30.040405,0,
Uganda - Katonzi-Kihara - 1036932,Kasese,Katonzi-Kihara,1036932,Rejected,Technical,2021,0.190383,30.063418,0,
Uganda - Kikeri - 1036934,Kasese,Kikeri,1036934,Identified,Identified in Needs Assessment,2021,0.076227,30.050705,0,
Uganda - Kahokya-Kabiriti - 1036931,Kasese,Kahokya-Kabiriti,1036931,Identified,Identified in Needs Assessment,2021,0.068152,29.957458,0,
Uganda - Nafunani - 1012301,Bududa,Nafunani,1012301,Identified,Identified in Needs Assessment,2017,1.047861,34.415942,885,8648
Uganda - Masiu - 1012053,Bududa,Masiu,1012053,Identified,Identified in Needs Assessment,2017,1.00796,34.27496,1180,13562
Uganda - Lulwo - 1011066,Bukwo,Lulwo,1011066,Complete,In Service,2019,1.304767,34.811307,1626,417
Uganda - Bunadasa - 1011492,Sironko,Bunadasa,1011492,Identified,Identified in Needs Assessment,2018,,,1000,
Uganda - Ruboni-kyambowu - 1038158,Kasese,Ruboni-kyambowu,1038158,Identified,Identified in Needs Assessment,2022,0.338746,30.031664,6046,
Uganda - Kaptolomongon Bridge - 1011061,Bukwa,Kaptolomongon Bridge,1011061,Identified,Identified in Needs Assessment,2017,1.21992,34.796031,5500,422
Uganda - Kurongur - 1011062,Bukwo,Kurongur,1011062,Rejected,Technical,2017,1.218214,34.744174,960,1545
Uganda - Karimukwon - 1011064,Bukwa,Karimukwon,1011064,Rejected,Technical,2017,1.243162,34.74399,2500,4793
Uganda - ISANGO- KAMUKUMBI - 1036948,Kasese,ISANGO- KAMUKUMBI,1036948,Identified,Identified in Needs Assessment,2023,0.000133,29.738337,0,
Uganda - Ruboni-Kyambogho - 1036926,Kasese,Ruboni-Kyambogho,1036926,Complete,,2022,0.338481,30.031165,6046,
Uganda - MUSYANGENDO - 1036940,Kasese,MUSYANGENDO,1036940,Identified,Identified in Needs Assessment,2023,0.145386,29.932185,0,
Uganda - KIBIRIGHA 2 _ MUTAMBI - 1036945,Kasese,KIBIRIGHA 2 _ MUTAMBI,1036945,Identified,Identified in Needs Assessment,2023,0.165684,29.964487,0,
Uganda - MUGHANZA  TRADING CENTRE - 1036941,Kasese,MUGHANZA  TRADING CENTRE,1036941,Identified,Identified in Needs Assessment,2023,0.149982,29.929437,0,
Uganda - Leo - 1036936,Kasese,Leo,1036936,Identified,Identified in Needs Assessment,2021,0.095169,30.028037,0,
Uganda - KYAKORA BUKANGARA - 1036938,Kasese,KYAKORA BUKANGARA,1036938,Identified,Identified in Needs Assessment,2023,0.134302,29.939336,0,
